State,cbsasub,areaname,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,state_alpha,pop2010
24,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",830,1003,1210,1502,1659,MD,101108
24,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",630,763,1021,1278,1646,MD,98733
24,METRO41540N24039,"Somerset County, MD HUD Metro FMR Area",537,669,774,1106,1112,MD,26470
24,METRO41540N24047,"Worcester County, MD HUD Metro FMR Area",668,740,956,1303,1669,MD,51454
24,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",1307,1402,1623,2144,2726,MD,2303870
24,NCNTY24011N24011,"Caroline County, MD",688,693,927,1287,1396,MD,33066
24,NCNTY24019N24019,"Dorchester County, MD",684,688,864,1154,1184,MD,32618
24,NCNTY24023N24023,"Garrett County, MD",454,579,724,898,1213,MD,30097
24,NCNTY24029N24029,"Kent County, MD",735,740,991,1230,1730,MD,20197
24,NCNTY24041N24041,"Talbot County, MD",723,877,1173,1456,1694,MD,37782
25,METRO12700M12700,"Barnstable Town, MA MSA",1061,1170,1566,1970,2147,MA,215888
25,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1148,1370,1703,2113,2334,MA,3310883
25,METRO14460MM1200,"Brockton, MA HUD Metro FMR Area",887,979,1273,1671,1745,MA,246362
25,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",826,967,1249,1550,1712,MA,279244
25,METRO14460MM4560,"Lowell, MA HUD Metro FMR Area",854,1022,1291,1602,1786,MA,297547
25,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",563,734,896,1112,1279,MA,82726
25,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",836,876,1016,1261,1393,MA,48493
25,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",703,858,1042,1293,1557,MA,236054
25,METRO39300MM1120,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",840,898,1153,1451,1600,MA,111586
25,METRO39300MM1200,"Easton-Raynham, MA HUD Metro FMR Area",1014,1039,1391,2027,2108,MA,36495
25,METRO39300MM5400,"New Bedford, MA HUD Metro FMR Area",621,773,927,1150,1271,MA,164150
25,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",672,852,1062,1318,1550,MA,625254
25,METRO44140N25011,"Franklin County, MA (part) HUD Metro FMR Area",737,788,977,1212,1462,MA,67688
25,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",752,893,1128,1400,1574,MA,534614
25,METRO49340MM1120,"Eastern Worcester County, MA HUD Metro FMR Area",789,922,1167,1580,1789,MA,91612
25,METRO49340MM2600,"Fitchburg-Leominster, MA HUD Metro FMR Area",643,798,1043,1294,1495,MA,143062
25,METRO49340N25027,"Western Worcester County, MA HUD Metro FMR Area",565,710,835,1126,1458,MA,29264
25,NCNTY25007N25007,"Dukes County, MA",1007,1056,1414,1931,1938,MA,16535
25,NCNTY25019N25019,"Nantucket County, MA",1029,1406,1669,2124,2288,MA,10172
26,METRO11460M11460,"Ann Arbor, MI MSA",832,921,1103,1511,1926,MI,344791
26,METRO12980M12980,"Battle Creek, MI MSA",470,608,761,991,1073,MI,136146
26,METRO13020M13020,"Bay City, MI MSA",459,560,744,999,1020,MI,107771
26,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",572,708,928,1234,1327,MI,4115283
26,METRO19820MM0440,"Livingston County, MI HUD Metro FMR Area",590,715,937,1321,1636,MI,180967
26,METRO22420M22420,"Flint, MI MSA",480,582,779,1018,1152,MI,425790
26,METRO24340M24340,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",554,667,825,1160,1306,MI,602622
26,METRO24340M26100,"Holland-Grand Haven, MI HUD Metro FMR Area",543,686,794,1086,1090,MI,263801
26,METRO24340N26015,"Barry County, MI HUD Metro FMR Area",523,598,765,1115,1270,MI,59173
26,METRO24340N26117,"Montcalm County, MI HUD Metro FMR Area",533,553,708,990,1180,MI,63342
26,METRO27100M27100,"Jackson, MI MSA",488,613,791,1069,1093,MI,160248
26,METRO28020M28020,"Kalamazoo-Portage, MI MSA",535,651,817,1091,1311,MI,326589
26,METRO29620M29620,"Lansing-East Lansing, MI MSA",586,736,909,1215,1434,MI,464036
26,METRO33220M33220,"Midland, MI MSA",530,628,816,1120,1251,MI,83629
26,METRO33780M33780,"Monroe, MI MSA",558,642,859,1175,1177,MI,152021
26,METRO34740M34740,"Muskegon, MI MSA",544,616,825,1150,1170,MI,172188
26,METRO35660M35660,"Niles-Benton Harbor, MI MSA",459,555,743,954,1124,MI,156813
26,METRO40980M40980,"Saginaw, MI MSA",461,580,748,985,1025,MI,200169
26,METRO43780N26027,"Cass County, MI HUD Metro FMR Area",585,589,788,1076,1080,MI,52293
26,NCNTY26001N26001,"Alcona County, MI",473,494,658,817,1149,MI,10942
26,NCNTY26003N26003,"Alger County, MI",473,492,658,829,1149,MI,9601
26,NCNTY26005N26005,"Allegan County, MI",630,634,770,1040,1055,MI,111408
26,NCNTY26007N26007,"Alpena County, MI",473,516,658,927,1149,MI,29598
26,NCNTY26009N26009,"Antrim County, MI",433,539,702,1023,1223,MI,23580
26,NCNTY26011N26011,"Arenac County, MI",494,521,658,942,1149,MI,15899
26,NCNTY26013N26013,"Baraga County, MI",473,492,658,817,902,MI,8860
26,NCNTY26019N26019,"Benzie County, MI",608,612,761,1053,1202,MI,17525
26,NCNTY26023N26023,"Branch County, MI",549,553,714,962,979,MI,45248
26,NCNTY26029N26029,"Charlevoix County, MI",586,589,720,893,1194,MI,25949
26,NCNTY26031N26031,"Cheboygan County, MI",475,521,661,938,967,MI,26152
26,NCNTY26033N26033,"Chippewa County, MI",501,551,737,915,1010,MI,38520
26,NCNTY26035N26035,"Clare County, MI",473,497,658,847,902,MI,30926
26,NCNTY26039N26039,"Crawford County, MI",537,559,748,928,1306,MI,14074
26,NCNTY26041N26041,"Delta County, MI",473,509,658,949,1072,MI,37069
26,NCNTY26043N26043,"Dickinson County, MI",504,524,701,870,1224,MI,26168
26,NCNTY26047N26047,"Emmet County, MI",562,613,821,1022,1289,MI,32694
26,NCNTY26051N26051,"Gladwin County, MI",473,561,658,959,1149,MI,25692
26,NCNTY26053N26053,"Gogebic County, MI",477,496,664,846,1025,MI,16427
26,NCNTY26055N26055,"Grand Traverse County, MI",606,706,932,1273,1277,MI,86986
26,NCNTY26057N26057,"Gratiot County, MI",476,495,662,856,1074,MI,42476
26,NCNTY26059N26059,"Hillsdale County, MI",476,544,688,933,988,MI,46688
26,NCNTY26061N26061,"Houghton County, MI",446,505,676,839,1025,MI,36628
26,NCNTY26063N26063,"Huron County, MI",500,503,658,889,1023,MI,33118
26,NCNTY26067N26067,"Ionia County, MI",545,549,735,1000,1108,MI,63905
26,NCNTY26069N26069,"Iosco County, MI",406,515,658,866,922,MI,25887
26,NCNTY26071N26071,"Iron County, MI",469,492,658,817,1074,MI,11817
26,NCNTY26073N26073,"Isabella County, MI",505,610,734,982,1069,MI,70311
26,NCNTY26079N26079,"Kalkaska County, MI",524,545,730,958,1066,MI,17153
26,NCNTY26083N26083,"Keweenaw County, MI",514,534,715,998,1002,MI,2156
26,NCNTY26085N26085,"Lake County, MI",473,492,658,873,1064,MI,11539
26,NCNTY26089N26089,"Leelanau County, MI",616,713,858,1073,1176,MI,21708
26,NCNTY26091N26091,"Lenawee County, MI",567,600,763,947,1046,MI,99892
26,NCNTY26095N26095,"Luce County, MI",473,492,658,907,910,MI,6631
26,NCNTY26097N26097,"Mackinac County, MI",512,563,713,885,999,MI,11113
26,NCNTY26101N26101,"Manistee County, MI",495,515,689,941,944,MI,24733
26,NCNTY26103N26103,"Marquette County, MI",484,584,769,954,1054,MI,67077
26,NCNTY26105N26105,"Mason County, MI",519,540,723,972,1013,MI,28705
26,NCNTY26107N26107,"Mecosta County, MI",502,590,699,955,958,MI,42798
26,NCNTY26109N26109,"Menominee County, MI",473,522,658,909,916,MI,24029
26,NCNTY26113N26113,"Missaukee County, MI",479,576,667,911,914,MI,14849
26,NCNTY26119N26119,"Montmorency County, MI",504,524,701,979,982,MI,9765
26,NCNTY26123N26123,"Newaygo County, MI",501,552,697,916,955,MI,48460
26,NCNTY26127N26127,"Oceana County, MI",499,518,694,931,951,MI,26570
26,NCNTY26129N26129,"Ogemaw County, MI",496,516,690,856,969,MI,21699
26,NCNTY26131N26131,"Ontonagon County, MI",473,536,658,919,922,MI,6780
26,NCNTY26133N26133,"Osceola County, MI",473,493,658,891,987,MI,23528
26,NCNTY26135N26135,"Oscoda County, MI",520,541,724,898,992,MI,8640
26,NCNTY26137N26137,"Otsego County, MI",506,564,705,994,1081,MI,24164
26,NCNTY26141N26141,"Presque Isle County, MI",473,569,658,947,1149,MI,13376
26,NCNTY26143N26143,"Roscommon County, MI",495,515,689,979,996,MI,24449
26,NCNTY26149N26149,"St. Joseph County, MI",497,530,710,930,1014,MI,61295
26,NCNTY26151N26151,"Sanilac County, MI",440,508,680,957,1019,MI,43114
26,NCNTY26153N26153,"Schoolcraft County, MI",473,516,658,817,1099,MI,8485
26,NCNTY26155N26155,"Shiawassee County, MI",475,542,726,962,995,MI,70648
26,NCNTY26157N26157,"Tuscola County, MI",408,510,662,924,1062,MI,55729
26,NCNTY26165N26165,"Wexford County, MI",551,573,767,1031,1051,MI,32735
27,METRO20260M20260,"Duluth, MN-WI MSA",533,622,814,1048,1211,MN,235612
27,METRO22020M22020,"Fargo, ND-MN MSA",513,629,809,1179,1299,MN,58999
27,METRO24220M24220,"Grand Forks, ND-MN MSA",557,669,888,1194,1445,MN,31600
27,METRO29100M29100,"La Crosse-Onalaska, WI-MN MSA",540,654,876,1253,1529,MN,19027
27,METRO31860M31860,"Mankato-North Mankato, MN MSA",634,719,880,1208,1536,MN,96740
27,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",698,865,1093,1537,1802,MN,3154469
27,METRO33460N27079,"Le Sueur County, MN HUD Metro FMR Area",496,601,805,1080,1299,MN,27703
27,METRO33460N27095,"Mille Lacs County, MN HUD Metro FMR Area",515,654,835,1131,1379,MN,26097
27,METRO33460N27143,"Sibley County, MN HUD Metro FMR Area",442,513,687,1001,1073,MN,15226
27,METRO40340M40340,"Rochester, MN HUD Metro FMR Area",611,727,969,1257,1659,MN,164335
27,METRO40340N27045,"Fillmore County, MN HUD Metro FMR Area",429,535,695,949,953,MN,20866
27,METRO40340N27157,"Wabasha County, MN HUD Metro FMR Area",470,589,743,1083,1297,MN,21676
27,METRO41060M41060,"St. Cloud, MN MSA",573,622,777,1043,1357,MN,189093
27,NCNTY27001N27001,"Aitkin County, MN",554,558,747,953,1024,MN,16202
27,NCNTY27005N27005,"Becker County, MN",426,519,691,917,947,MN,32504
27,NCNTY27007N27007,"Beltrami County, MN",485,588,787,1004,1079,MN,44442
27,NCNTY27011N27011,"Big Stone County, MN",418,543,658,847,902,MN,5269
27,NCNTY27015N27015,"Brown County, MN",434,517,683,848,936,MN,25893
27,NCNTY27021N27021,"Cass County, MN",560,564,755,937,1099,MN,28567
27,NCNTY27023N27023,"Chippewa County, MN",489,575,770,1052,1055,MN,12441
27,NCNTY27029N27029,"Clearwater County, MN",433,510,682,897,935,MN,8695
27,NCNTY27031N27031,"Cook County, MN",546,766,886,1099,1520,MN,5176
27,NCNTY27033N27033,"Cottonwood County, MN",431,547,679,930,933,MN,11687
27,NCNTY27035N27035,"Crow Wing County, MN",521,631,844,1107,1157,MN,62500
27,NCNTY27041N27041,"Douglas County, MN",449,544,728,946,1271,MN,36009
27,NCNTY27043N27043,"Faribault County, MN",418,492,658,899,902,MN,14553
27,NCNTY27047N27047,"Freeborn County, MN",436,513,687,853,1046,MN,31255
27,NCNTY27049N27049,"Goodhue County, MN",561,629,842,1078,1290,MN,46183
27,NCNTY27051N27051,"Grant County, MN",418,569,658,959,1124,MN,6018
27,NCNTY27057N27057,"Hubbard County, MN",418,492,658,959,1149,MN,20428
27,NCNTY27061N27061,"Itasca County, MN",490,577,772,958,1058,MN,45058
27,NCNTY27063N27063,"Jackson County, MN",418,515,658,878,902,MN,10266
27,NCNTY27065N27065,"Kanabec County, MN",538,633,847,1051,1456,MN,16239
27,NCNTY27067N27067,"Kandiyohi County, MN",460,541,724,945,1111,MN,42239
27,NCNTY27069N27069,"Kittson County, MN",418,492,658,898,1024,MN,4552
27,NCNTY27071N27071,"Koochiching County, MN",418,492,658,899,902,MN,13311
27,NCNTY27073N27073,"Lac qui Parle County, MN",418,492,658,817,902,MN,7259
27,NCNTY27075N27075,"Lake County, MN",595,721,965,1197,1323,MN,10866
27,NCNTY27077N27077,"Lake of the Woods County, MN",421,495,663,853,909,MN,4045
27,NCNTY27081N27081,"Lincoln County, MN",465,547,732,908,1003,MN,5896
27,NCNTY27083N27083,"Lyon County, MN",496,504,675,984,1178,MN,25857
27,NCNTY27085N27085,"McLeod County, MN",455,576,737,1028,1155,MN,36651
27,NCNTY27087N27087,"Mahnomen County, MN",448,547,706,876,1014,MN,5413
27,NCNTY27089N27089,"Marshall County, MN",500,503,658,921,1034,MN,9439
27,NCNTY27091N27091,"Martin County, MN",429,505,676,839,927,MN,20840
27,NCNTY27093N27093,"Meeker County, MN",478,625,775,962,1062,MN,23300
27,NCNTY27097N27097,"Morrison County, MN",437,514,688,886,1081,MN,33198
27,NCNTY27099N27099,"Mower County, MN",491,578,773,993,1060,MN,39163
27,NCNTY27101N27101,"Murray County, MN",418,537,658,817,1149,MN,8725
27,NCNTY27105N27105,"Nobles County, MN",551,554,742,968,1036,MN,21378
27,NCNTY27107N27107,"Norman County, MN",429,505,676,923,927,MN,6852
27,NCNTY27111N27111,"Otter Tail County, MN",450,529,708,969,997,MN,57303
27,NCNTY27113N27113,"Pennington County, MN",429,520,696,877,954,MN,13930
27,NCNTY27115N27115,"Pine County, MN",513,604,808,1003,1180,MN,29750
27,NCNTY27117N27117,"Pipestone County, MN",418,569,658,957,960,MN,9596
27,NCNTY27121N27121,"Pope County, MN",485,571,764,1025,1047,MN,10995
27,NCNTY27125N27125,"Red Lake County, MN",418,523,658,860,902,MN,4089
27,NCNTY27127N27127,"Redwood County, MN",418,492,658,880,902,MN,16059
27,NCNTY27129N27129,"Renville County, MN",498,508,658,817,956,MN,15730
27,NCNTY27131N27131,"Rice County, MN",602,708,948,1292,1494,MN,64142
27,NCNTY27133N27133,"Rock County, MN",418,492,658,944,961,MN,9687
27,NCNTY27135N27135,"Roseau County, MN",429,504,675,838,925,MN,15629
27,NCNTY27147N27147,"Steele County, MN",510,600,803,1080,1402,MN,36576
27,NCNTY27149N27149,"Stevens County, MN",418,562,658,823,992,MN,9726
27,NCNTY27151N27151,"Swift County, MN",488,492,658,959,1149,MN,9783
27,NCNTY27153N27153,"Todd County, MN",464,545,730,906,1001,MN,24895
27,NCNTY27155N27155,"Traverse County, MN",454,533,714,886,979,MN,3558
27,NCNTY27159N27159,"Wadena County, MN",422,496,664,824,995,MN,13843
27,NCNTY27161N27161,"Waseca County, MN",441,518,694,959,963,MN,19136
27,NCNTY27165N27165,"Watonwan County, MN",420,506,661,903,906,MN,11211
27,NCNTY27167N27167,"Wilkin County, MN",418,492,658,899,902,MN,6576
27,NCNTY27169N27169,"Winona County, MN",482,586,770,1050,1164,MN,51461
27,NCNTY27173N27173,"Yellow Medicine County, MN",418,497,658,892,1039,MN,10438
28,METRO25060M25060,"Gulfport-Biloxi, MS HUD Metro FMR Area",712,735,865,1171,1377,MS,231034
28,METRO25060M37700,"Pascagoula, MS HUD Metro FMR Area",676,697,821,1163,1399,MS,139668
28,METRO25620M25620,"Hattiesburg, MS MSA",568,645,772,1057,1078,MS,142842
28,METRO27140M27140,"Jackson, MS HUD Metro FMR Area",568,737,892,1129,1274,MS,511554
28,METRO27140N28127,"Simpson County, MS HUD Metro FMR Area",458,551,638,821,944,MS,27503
28,METRO27140N28163,"Yazoo County, MS HUD Metro FMR Area",484,504,674,836,924,MS,28065
28,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",641,746,881,1201,1394,MS,161252
28,METRO32820N28009,"Benton County, MS HUD Metro FMR Area",484,544,638,905,1016,MS,8729
28,METRO32820N28093,"Marshall County, MS HUD Metro FMR Area",557,560,750,998,1195,MS,37144
28,METRO32820N28137,"Tate County, MS HUD Metro FMR Area",564,568,760,954,1213,MS,28886
28,METRO32820N28143,"Tunica County, MS HUD Metro FMR Area",588,617,714,886,1138,MS,10778
28,NCNTY28001N28001,"Adams County, MS",526,601,752,933,1057,MS,32297
28,NCNTY28003N28003,"Alcorn County, MS",477,556,681,943,974,MS,37057
28,NCNTY28005N28005,"Amite County, MS",446,517,638,838,905,MS,13131
28,NCNTY28007N28007,"Attala County, MS",477,554,681,913,933,MS,19564
28,NCNTY28011N28011,"Bolivar County, MS",499,503,641,841,944,MS,34145
28,NCNTY28013N28013,"Calhoun County, MS",446,477,638,854,1034,MS,14962
28,NCNTY28015N28015,"Carroll County, MS",666,771,952,1228,1324,MS,10597
28,NCNTY28017N28017,"Chickasaw County, MS",393,477,638,792,959,MS,17392
28,NCNTY28019N28019,"Choctaw County, MS",446,513,638,884,887,MS,8547
28,NCNTY28021N28021,"Claiborne County, MS",463,536,662,821,921,MS,9604
28,NCNTY28023N28023,"Clarke County, MS",488,603,698,928,957,MS,16732
28,NCNTY28025N28025,"Clay County, MS",481,539,688,866,1027,MS,20634
28,NCNTY28027N28027,"Coahoma County, MS",420,588,681,845,965,MS,26151
28,NCNTY28031N28031,"Covington County, MS",446,477,638,884,887,MS,19568
28,NCNTY28037N28037,"Franklin County, MS",446,477,638,848,887,MS,8118
28,NCNTY28039N28039,"George County, MS",446,517,638,823,887,MS,22578
28,NCNTY28041N28041,"Greene County, MS",525,551,638,823,887,MS,14400
28,NCNTY28043N28043,"Grenada County, MS",446,542,638,869,875,MS,21906
28,NCNTY28051N28051,"Holmes County, MS",446,551,638,795,875,MS,19198
28,NCNTY28053N28053,"Humphreys County, MS",458,489,654,812,959,MS,9375
28,NCNTY28055N28055,"Issaquena County, MS",496,574,709,914,986,MS,1406
28,NCNTY28057N28057,"Itawamba County, MS",455,543,650,922,1005,MS,23401
28,NCNTY28061N28061,"Jasper County, MS",446,517,638,823,887,MS,17062
28,NCNTY28063N28063,"Jefferson County, MS",446,477,638,878,887,MS,7726
28,NCNTY28065N28065,"Jefferson Davis County, MS",446,477,638,884,887,MS,12487
28,NCNTY28067N28067,"Jones County, MS",471,610,764,948,1047,MS,67761
28,NCNTY28069N28069,"Kemper County, MS",495,573,707,877,983,MS,10456
28,NCNTY28071N28071,"Lafayette County, MS",628,740,897,1180,1230,MS,47351
28,NCNTY28075N28075,"Lauderdale County, MS",563,630,805,1095,1144,MS,80261
28,NCNTY28077N28077,"Lawrence County, MS",485,518,693,860,964,MS,12929
28,NCNTY28079N28079,"Leake County, MS",446,516,638,811,1109,MS,23805
28,NCNTY28081N28081,"Lee County, MS",536,595,766,986,1104,MS,82910
28,NCNTY28083N28083,"Leflore County, MS",441,514,686,877,940,MS,32317
28,NCNTY28085N28085,"Lincoln County, MS",488,492,658,817,935,MS,34869
28,NCNTY28087N28087,"Lowndes County, MS",510,627,729,1017,1021,MS,59779
28,NCNTY28091N28091,"Marion County, MS",459,539,656,839,951,MS,27088
28,NCNTY28095N28095,"Monroe County, MS",476,508,680,844,961,MS,36989
28,NCNTY28097N28097,"Montgomery County, MS",474,548,677,909,942,MS,10925
28,NCNTY28099N28099,"Neshoba County, MS",486,525,695,917,953,MS,29676
28,NCNTY28101N28101,"Newton County, MS",493,526,704,933,1202,MS,21720
28,NCNTY28103N28103,"Noxubee County, MS",446,551,638,868,887,MS,11545
28,NCNTY28105N28105,"Oktibbeha County, MS",540,692,823,1043,1145,MS,47671
28,NCNTY28107N28107,"Panola County, MS",516,637,737,987,1071,MS,34707
28,NCNTY28109N28109,"Pearl River County, MS",524,622,749,1092,1230,MS,55834
28,NCNTY28113N28113,"Pike County, MS",537,574,768,953,1053,MS,40404
28,NCNTY28115N28115,"Pontotoc County, MS",464,537,663,953,1000,MS,29957
28,NCNTY28117N28117,"Prentiss County, MS",450,556,643,843,1025,MS,25276
28,NCNTY28119N28119,"Quitman County, MS",393,490,638,792,887,MS,8223
28,NCNTY28123N28123,"Scott County, MS",468,527,669,857,930,MS,28264
28,NCNTY28125N28125,"Sharkey County, MS",446,482,638,792,875,MS,4916
28,NCNTY28129N28129,"Smith County, MS",455,530,709,973,986,MS,16491
28,NCNTY28131N28131,"Stone County, MS",537,621,767,952,1067,MS,17786
28,NCNTY28133N28133,"Sunflower County, MS",443,522,638,854,1114,MS,29450
28,NCNTY28135N28135,"Tallahatchie County, MS",415,560,648,848,938,MS,15378
28,NCNTY28139N28139,"Tippah County, MS",465,575,665,825,912,MS,22232
28,NCNTY28141N28141,"Tishomingo County, MS",446,544,638,930,1031,MS,19593
28,NCNTY28145N28145,"Union County, MS",493,608,704,949,995,MS,27134
28,NCNTY28147N28147,"Walthall County, MS",446,517,638,849,875,MS,15443
28,NCNTY28149N28149,"Warren County, MS",606,610,761,944,1053,MS,48773
28,NCNTY28151N28151,"Washington County, MS",522,532,660,906,968,MS,51137
28,NCNTY28153N28153,"Wayne County, MS",393,517,638,814,1114,MS,20747
28,NCNTY28155N28155,"Webster County, MS",525,551,638,879,887,MS,10253
28,NCNTY28157N28157,"Wilkinson County, MS",600,640,857,1063,1175,MS,9878
28,NCNTY28159N28159,"Winston County, MS",446,517,638,917,1114,MS,19198
28,NCNTY28161N28161,"Yalobusha County, MS",446,505,638,869,887,MS,12678
29,METRO16020M16020,"Cape Girardeau, MO-IL MSA",494,518,692,946,1033,MO,88037
29,METRO17860M17860,"Columbia, MO MSA",623,696,876,1217,1529,MO,162642
29,METRO22220N29119,"McDonald County, MO HUD Metro FMR Area",482,486,650,871,922,MO,23083
29,METRO27620M27620,"Jefferson City, MO HUD Metro FMR Area",497,504,666,971,998,MO,89868
29,METRO27620N29027,"Callaway County, MO HUD Metro FMR Area",488,492,658,926,1049,MO,44332
29,METRO27620N29135,"Moniteau County, MO HUD Metro FMR Area",397,488,644,799,1027,MO,15607
29,METRO27900M27900,"Joplin, MO MSA",519,540,712,979,994,MO,175518
29,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",562,721,893,1219,1385,MO,1171939
29,METRO28140N29013,"Bates County, MO HUD Metro FMR Area",403,471,630,880,981,MO,17049
29,METRO41140M41140,"St. Joseph, MO-KS MSA",520,566,757,948,1206,MO,119384
29,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",595,688,896,1183,1370,MO,2085511
29,METRO44180M44180,"Springfield, MO HUD Metro FMR Area",497,556,730,1064,1091,MO,388798
29,METRO44180N29059,"Dallas County, MO HUD Metro FMR Area",452,471,630,782,926,MO,16777
29,METRO44180N29167,"Polk County, MO HUD Metro FMR Area",452,471,630,904,1100,MO,31137
29,NCNTY29001N29001,"Adair County, MO",454,477,639,917,1116,MO,25607
29,NCNTY29005N29005,"Atchison County, MO",433,476,637,870,873,MO,5685
29,NCNTY29007N29007,"Audrain County, MO",495,543,727,902,1086,MO,25529
29,NCNTY29009N29009,"Barry County, MO",429,536,630,799,864,MO,35597
29,NCNTY29011N29011,"Barton County, MO",403,494,630,798,864,MO,12402
