State,cbsasub,areaname,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,state_alpha,pop2010
45,NCNTY45089N45089,"Williamsburg County, SC",390,546,632,909,963,SC,34423
46,METRO39660M39660,"Rapid City, SD HUD Metro FMR Area",576,657,879,1202,1467,SD,100948
46,METRO39660N46033,"Custer County, SD HUD Metro FMR Area",520,601,805,1083,1206,SD,8216
46,METRO39660N46093,"Meade County, SD HUD Metro FMR Area",482,616,747,1069,1073,SD,25434
46,METRO43580M43580,"Sioux City, IA-NE-SD HUD Metro FMR Area",468,567,759,946,1083,SD,14399
46,METRO43620M43620,"Sioux Falls, SD MSA",491,627,788,1073,1289,SD,228261
46,NCNTY46003N46003,"Aurora County, SD",507,562,752,933,1031,SD,2710
46,NCNTY46005N46005,"Beadle County, SD",440,488,653,892,895,SD,17398
46,NCNTY46007N46007,"Bennett County, SD",434,556,644,939,941,SD,3431
46,NCNTY46009N46009,"Bon Homme County, SD",434,556,644,939,1124,SD,7070
46,NCNTY46011N46011,"Brookings County, SD",493,584,768,1049,1053,SD,31965
46,NCNTY46013N46013,"Brown County, SD",432,524,701,996,1027,SD,36531
46,NCNTY46015N46015,"Brule County, SD",434,483,644,880,883,SD,5255
46,NCNTY46017N46017,"Buffalo County, SD",467,599,693,860,950,SD,1912
46,NCNTY46019N46019,"Butte County, SD",434,507,644,880,883,SD,10110
46,NCNTY46021N46021,"Campbell County, SD",434,483,644,875,1124,SD,1466
46,NCNTY46023N46023,"Charles Mix County, SD",434,556,644,799,883,SD,9129
46,NCNTY46025N46025,"Clark County, SD",437,486,648,885,888,SD,3691
46,NCNTY46027N46027,"Clay County, SD",503,576,746,1053,1302,SD,13864
46,NCNTY46029N46029,"Codington County, SD",444,538,720,960,1257,SD,27227
46,NCNTY46031N46031,"Corson County, SD",434,483,644,872,883,SD,4050
46,NCNTY46035N46035,"Davison County, SD",466,564,755,953,1189,SD,19504
46,NCNTY46037N46037,"Day County, SD",434,481,644,861,921,SD,5710
46,NCNTY46039N46039,"Deuel County, SD",434,556,644,880,883,SD,4364
46,NCNTY46041N46041,"Dewey County, SD",580,602,705,963,966,SD,5301
46,NCNTY46043N46043,"Douglas County, SD",556,616,825,1024,1131,SD,3002
46,NCNTY46045N46045,"Edmunds County, SD",465,516,690,938,1064,SD,4071
46,NCNTY46047N46047,"Fall River County, SD",557,618,827,1043,1134,SD,7094
46,NCNTY46049N46049,"Faulk County, SD",443,491,657,893,901,SD,2364
46,NCNTY46051N46051,"Grant County, SD",434,527,644,914,1124,SD,7356
46,NCNTY46053N46053,"Gregory County, SD",434,556,644,865,950,SD,4271
46,NCNTY46055N46055,"Haakon County, SD",508,565,754,936,1034,SD,1937
46,NCNTY46057N46057,"Hamlin County, SD",528,532,692,945,949,SD,5903
46,NCNTY46059N46059,"Hand County, SD",434,521,644,875,883,SD,3431
46,NCNTY46061N46061,"Hanson County, SD",440,489,653,888,895,SD,3331
46,NCNTY46063N46063,"Harding County, SD",434,483,644,875,883,SD,1255
46,NCNTY46065N46065,"Hughes County, SD",472,539,701,1022,1224,SD,17022
46,NCNTY46067N46067,"Hutchinson County, SD",451,500,669,830,917,SD,7343
46,NCNTY46069N46069,"Hyde County, SD",434,483,644,875,883,SD,1420
46,NCNTY46071N46071,"Jackson County, SD",434,504,644,880,883,SD,3031
46,NCNTY46073N46073,"Jerauld County, SD",434,534,644,880,883,SD,2071
46,NCNTY46075N46075,"Jones County, SD",434,483,644,875,883,SD,1006
46,NCNTY46077N46077,"Kingsbury County, SD",403,481,644,939,1105,SD,5148
46,NCNTY46079N46079,"Lake County, SD",434,556,644,939,1124,SD,11200
46,NCNTY46081N46081,"Lawrence County, SD",489,551,697,952,955,SD,24097
46,NCNTY46085N46085,"Lyman County, SD",434,541,644,806,883,SD,3755
46,NCNTY46089N46089,"McPherson County, SD",467,519,693,942,950,SD,2459
46,NCNTY46091N46091,"Marshall County, SD",472,523,700,943,959,SD,4656
46,NCNTY46095N46095,"Mellette County, SD",434,483,644,939,1124,SD,2048
46,NCNTY46097N46097,"Miner County, SD",434,490,644,932,935,SD,2389
46,NCNTY46101N46101,"Moody County, SD",434,541,644,880,883,SD,6486
46,NCNTY46105N46105,"Perkins County, SD",476,528,707,877,969,SD,2982
46,NCNTY46107N46107,"Potter County, SD",539,600,800,993,1097,SD,2329
46,NCNTY46109N46109,"Roberts County, SD",434,540,644,876,883,SD,10149
46,NCNTY46111N46111,"Sanborn County, SD",434,556,644,939,1124,SD,2355
46,NCNTY46113N46113,"Shannon County, SD",434,483,644,843,883,SD,13586
46,NCNTY46115N46115,"Spink County, SD",530,531,644,880,883,SD,6415
46,NCNTY46117N46117,"Stanley County, SD",480,532,712,972,976,SD,2966
46,NCNTY46119N46119,"Sully County, SD",434,483,644,880,883,SD,1373
46,NCNTY46121N46121,"Todd County, SD",434,556,644,799,889,SD,9612
46,NCNTY46123N46123,"Tripp County, SD",455,505,676,839,927,SD,5644
46,NCNTY46129N46129,"Walworth County, SD",434,556,644,875,883,SD,5438
46,NCNTY46135N46135,"Yankton County, SD",450,485,649,912,1133,SD,22438
46,NCNTY46137N46137,"Ziebach County, SD",434,483,644,906,1040,SD,2801
47,METRO16860M16860,"Chattanooga, TN-GA MSA",550,657,819,1088,1332,TN,378812
47,METRO17300M17300,"Clarksville, TN-KY MSA",540,635,837,1131,1248,TN,172331
47,METRO17420M17420,"Cleveland, TN MSA",498,604,808,1020,1303,TN,115788
47,METRO27180M27180,"Jackson, TN HUD Metro FMR Area",486,654,788,1084,1226,TN,115425
47,METRO27180N47033,"Crockett County, TN HUD Metro FMR Area",522,541,691,861,1170,TN,14586
47,METRO27740M27740,"Johnson City, TN MSA",484,553,704,917,1155,TN,198716
47,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",458,531,702,914,1007,TN,213656
47,METRO28940M28940,"Knoxville, TN HUD Metro FMR Area",529,705,858,1118,1439,TN,698030
47,METRO28940M34100,"Morristown, TN HUD Metro FMR Area",392,455,609,888,919,TN,22657
47,METRO28940N47013,"Campbell County, TN HUD Metro FMR Area",390,453,606,775,1058,TN,40716
47,METRO28940N47129,"Morgan County, TN HUD Metro FMR Area",440,583,675,897,1058,TN,21987
47,METRO28940N47145,"Roane County, TN HUD Metro FMR Area",480,557,745,972,1057,TN,54181
47,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",641,746,881,1201,1394,TN,1027138
47,METRO34100M34100,"Morristown, TN MSA",480,498,666,954,978,TN,113951
47,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",700,801,980,1301,1518,TN,1523830
47,METRO34980N47081,"Hickman County, TN HUD Metro FMR Area",517,534,715,976,980,TN,24690
47,METRO34980N47111,"Macon County, TN HUD Metro FMR Area",424,438,586,727,909,TN,22248
47,METRO34980N47119,"Maury County, TN HUD Metro FMR Area",578,606,723,1039,1178,TN,80956
47,METRO34980N47159,"Smith County, TN HUD Metro FMR Area",466,481,644,811,897,TN,19166
47,NCNTY47003N47003,"Bedford County, TN",491,583,675,984,1148,TN,45058
47,NCNTY47005N47005,"Benton County, TN",426,438,586,854,867,TN,16489
47,NCNTY47007N47007,"Bledsoe County, TN",426,498,586,727,852,TN,12876
47,NCNTY47017N47017,"Carroll County, TN",442,454,608,754,944,TN,28522
47,NCNTY47025N47025,"Claiborne County, TN",426,494,586,727,1023,TN,32213
47,NCNTY47027N47027,"Clay County, TN",432,444,594,737,814,TN,7861
47,NCNTY47029N47029,"Cocke County, TN",434,445,596,864,866,TN,35662
47,NCNTY47031N47031,"Coffee County, TN",426,516,691,924,947,TN,52796
47,NCNTY47035N47035,"Cumberland County, TN",519,533,713,885,977,TN,56053
47,NCNTY47039N47039,"Decatur County, TN",482,506,586,799,954,TN,11757
47,NCNTY47041N47041,"DeKalb County, TN",426,438,586,800,803,TN,18723
47,NCNTY47045N47045,"Dyer County, TN",476,480,642,877,880,TN,38335
47,NCNTY47049N47049,"Fentress County, TN",439,451,603,748,850,TN,17959
47,NCNTY47051N47051,"Franklin County, TN",450,462,618,852,929,TN,41052
47,NCNTY47053N47053,"Gibson County, TN",490,493,626,862,933,TN,49683
47,NCNTY47055N47055,"Giles County, TN",450,532,619,831,900,TN,29485
47,NCNTY47059N47059,"Greene County, TN",454,457,602,778,865,TN,68831
47,NCNTY47061N47061,"Grundy County, TN",426,472,586,779,852,TN,13703
47,NCNTY47067N47067,"Hancock County, TN",426,449,586,773,1015,TN,6819
47,NCNTY47069N47069,"Hardeman County, TN",449,480,617,787,889,TN,27253
47,NCNTY47071N47071,"Hardin County, TN",490,503,673,835,1175,TN,26026
47,NCNTY47075N47075,"Haywood County, TN",419,512,679,861,987,TN,18787
47,NCNTY47077N47077,"Henderson County, TN",478,491,657,815,901,TN,27769
47,NCNTY47079N47079,"Henry County, TN",471,484,648,804,942,TN,32330
47,NCNTY47083N47083,"Houston County, TN",381,461,617,791,927,TN,8426
47,NCNTY47085N47085,"Humphreys County, TN",467,490,642,797,880,TN,18538
47,NCNTY47087N47087,"Jackson County, TN",426,486,586,849,852,TN,11638
47,NCNTY47091N47091,"Johnson County, TN",426,506,586,727,1023,TN,18244
47,NCNTY47095N47095,"Lake County, TN",426,490,586,849,852,TN,7832
47,NCNTY47097N47097,"Lauderdale County, TN",448,468,616,834,992,TN,27815
47,NCNTY47099N47099,"Lawrence County, TN",371,491,602,753,896,TN,41869
47,NCNTY47101N47101,"Lewis County, TN",426,506,586,854,1023,TN,12161
47,NCNTY47103N47103,"Lincoln County, TN",458,482,630,855,864,TN,33361
47,NCNTY47107N47107,"McMinn County, TN",400,539,649,840,976,TN,52266
47,NCNTY47109N47109,"McNairy County, TN",431,442,592,755,811,TN,26075
47,NCNTY47117N47117,"Marshall County, TN",530,544,728,903,998,TN,30617
47,NCNTY47121N47121,"Meigs County, TN",447,511,615,891,894,TN,11753
47,NCNTY47123N47123,"Monroe County, TN",472,475,636,901,944,TN,44519
47,NCNTY47127N47127,"Moore County, TN",441,470,606,811,881,TN,6362
47,NCNTY47131N47131,"Obion County, TN",442,454,608,804,946,TN,31807
47,NCNTY47133N47133,"Overton County, TN",461,474,634,787,1030,TN,22083
47,NCNTY47135N47135,"Perry County, TN",374,503,598,742,869,TN,7915
47,NCNTY47137N47137,"Pickett County, TN",426,454,586,770,852,TN,5077
47,NCNTY47141N47141,"Putnam County, TN",559,562,703,960,964,TN,72321
47,NCNTY47143N47143,"Rhea County, TN",511,537,621,794,903,TN,31809
47,NCNTY47151N47151,"Scott County, TN",426,438,586,854,1023,TN,22228
47,NCNTY47155N47155,"Sevier County, TN",594,601,743,997,1018,TN,89889
47,NCNTY47161N47161,"Stewart County, TN",486,560,668,974,1020,TN,13324
47,NCNTY47175N47175,"Van Buren County, TN",462,474,635,788,870,TN,5548
47,NCNTY47177N47177,"Warren County, TN",428,440,589,820,1028,TN,39839
47,NCNTY47181N47181,"Wayne County, TN",426,506,586,727,954,TN,17021
47,NCNTY47183N47183,"Weakley County, TN",382,482,620,828,887,TN,35021
47,NCNTY47185N47185,"White County, TN",457,469,628,830,861,TN,25841
48,METRO10180M10180,"Abilene, TX MSA",562,632,842,1045,1428,TX,165252
48,METRO11100M11100,"Amarillo, TX HUD Metro FMR Area",539,662,866,1145,1363,TX,249881
48,METRO11100N48359,"Oldham County, TX HUD Metro FMR Area",469,569,761,988,1329,TX,2052
48,METRO12420M12420,"Austin-Round Rock, TX MSA",791,965,1204,1629,1973,TX,1716289
48,METRO13140M13140,"Beaumont-Port Arthur, TX HUD Metro FMR Area",543,709,864,1112,1184,TX,388745
48,METRO13140N48351,"Newton County, TX HUD Metro FMR Area",430,569,658,899,902,TX,14445
48,METRO15180M15180,"Brownsville-Harlingen, TX MSA",524,569,737,954,1113,TX,406220
48,METRO17780M17780,"College Station-Bryan, TX MSA",694,745,914,1326,1536,TX,228660
48,METRO18580M18580,"Corpus Christi, TX HUD Metro FMR Area",782,841,1057,1391,1578,TX,405027
48,METRO18580N48007,"Aransas County, TX HUD Metro FMR Area",608,701,881,1284,1538,TX,23158
48,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",667,796,986,1337,1692,TX,4230520
48,METRO19100MM2800,"Fort Worth-Arlington, TX HUD Metro FMR Area",665,766,974,1333,1666,TX,2076895
48,METRO19100N48221,"Hood County, TX HUD Metro FMR Area",656,660,884,1179,1543,TX,51182
48,METRO19100N48425,"Somervell County, TX HUD Metro FMR Area",445,531,658,959,1129,TX,8490
48,METRO19100N48497,"Wise County, TX HUD Metro FMR Area",595,721,965,1197,1323,TX,59127
48,METRO21340M21340,"El Paso, TX HUD Metro FMR Area",598,725,885,1261,1502,TX,800647
48,METRO21340N48229,"Hudspeth County, TX HUD Metro FMR Area",530,697,817,1014,1417,TX,3476
48,METRO26420M26420,"Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area",734,830,1018,1386,1772,TX,5578833
48,METRO26420MM1145,"Brazoria County, TX HUD Metro FMR Area",752,756,930,1229,1624,TX,313166
48,METRO26420N48015,"Austin County, TX HUD Metro FMR Area",632,659,876,1148,1524,TX,28417
48,METRO28660M28660,"Killeen-Temple, TX HUD Metro FMR Area",624,628,841,1200,1468,TX,385623
48,METRO28660N48281,"Lampasas County, TX HUD Metro FMR Area",562,577,683,995,1108,TX,19677
48,METRO29700M29700,"Laredo, TX MSA",572,620,801,1055,1175,TX,250304
48,METRO30980M30980,"Longview, TX HUD Metro FMR Area",688,697,836,1057,1369,TX,161039
48,METRO30980N48401,"Rusk County, TX HUD Metro FMR Area",500,537,719,953,986,TX,53330
48,METRO31180M31180,"Lubbock, TX HUD Metro FMR Area",579,668,851,1240,1486,TX,284890
48,METRO31180N48305,"Lynn County, TX HUD Metro FMR Area",455,540,666,910,913,TX,5915
48,METRO32580M32580,"McAllen-Edinburg-Mission, TX MSA",567,602,782,970,1179,TX,774769
48,METRO33260M33260,"Midland, TX HUD Metro FMR Area",848,1075,1375,1706,1885,TX,136872
48,METRO33260N48317,"Martin County, TX HUD Metro FMR Area",408,527,661,887,906,TX,4799
48,METRO36220M36220,"Odessa, TX MSA",709,928,1126,1397,1704,TX,137130
48,METRO41660M41660,"San Angelo, TX MSA",587,732,947,1339,1478,TX,111823
48,METRO41700M41700,"San Antonio-New Braunfels, TX HUD Metro FMR Area",636,788,990,1302,1524,TX,2018181
48,METRO41700N48013,"Atascosa County, TX HUD Metro FMR Area",525,616,814,1055,1263,TX,44911
48,METRO41700N48259,"Kendall County, TX HUD Metro FMR Area",693,896,1074,1565,1875,TX,33410
48,METRO41700N48325,"Medina County, TX HUD Metro FMR Area",460,533,713,1034,1150,TX,46006
48,METRO43300M43300,"Sherman-Denison, TX MSA",533,661,834,1135,1282,TX,120877
48,METRO45500M45500,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",477,602,761,955,1043,TX,92565
48,METRO46340M46340,"Tyler, TX MSA",636,735,899,1181,1232,TX,209714
48,METRO47020M47020,"Victoria, TX MSA",735,740,925,1232,1403,TX,94003
48,METRO47380M47380,"Waco, TX HUD Metro FMR Area",521,621,828,1121,1326,TX,234906
48,METRO47380N48145,"Falls County, TX HUD Metro FMR Area",468,492,658,825,1092,TX,17866
48,METRO48660M48660,"Wichita Falls, TX MSA",506,649,820,1143,1432,TX,151306
48,NCNTY48001N48001,"Anderson County, TX",579,655,769,985,1343,TX,58458
48,NCNTY48003N48003,"Andrews County, TX",639,654,849,1222,1347,TX,14786
48,NCNTY48005N48005,"Angelina County, TX",595,675,781,1026,1119,TX,86771
48,NCNTY48017N48017,"Bailey County, TX",495,521,658,865,1044,TX,7165
48,NCNTY48023N48023,"Baylor County, TX",488,492,658,865,1044,TX,3726
48,NCNTY48025N48025,"Bee County, TX",632,636,805,1173,1257,TX,31861
48,NCNTY48031N48031,"Blanco County, TX",629,631,836,1169,1460,TX,10497
48,NCNTY48033N48033,"Borden County, TX",563,593,748,983,1186,TX,641
48,NCNTY48035N48035,"Bosque County, TX",532,588,706,949,1021,TX,18212
48,NCNTY48043N48043,"Brewster County, TX",589,593,794,985,1259,TX,9232
48,NCNTY48045N48045,"Briscoe County, TX",495,521,658,830,1044,TX,1637
48,NCNTY48047N48047,"Brooks County, TX",495,521,658,842,1044,TX,7223
48,NCNTY48049N48049,"Brown County, TX",456,577,722,959,1252,TX,38106
48,NCNTY48053N48053,"Burnet County, TX",592,643,803,1170,1402,TX,42750
48,NCNTY48057N48057,"Calhoun County, TX",617,656,820,1040,1294,TX,21381
48,NCNTY48063N48063,"Camp County, TX",484,569,658,932,986,TX,12401
48,NCNTY48067N48067,"Cass County, TX",418,492,658,899,1149,TX,30464
48,NCNTY48069N48069,"Castro County, TX",581,612,772,958,1225,TX,8062
48,NCNTY48073N48073,"Cherokee County, TX",547,551,737,1004,1070,TX,50845
48,NCNTY48075N48075,"Childress County, TX",540,620,717,1045,1137,TX,7041
48,NCNTY48079N48079,"Cochran County, TX",488,492,658,959,1044,TX,3127
48,NCNTY48081N48081,"Coke County, TX",488,492,658,817,1044,TX,3320
48,NCNTY48083N48083,"Coleman County, TX",488,492,658,959,1149,TX,8895
48,NCNTY48087N48087,"Collingsworth County, TX",563,593,748,983,1186,TX,3057
48,NCNTY48089N48089,"Colorado County, TX",477,504,659,960,1151,TX,20874
48,NCNTY48093N48093,"Comanche County, TX",488,492,658,880,902,TX,13974
48,NCNTY48095N48095,"Concho County, TX",829,872,1101,1447,1746,TX,4087
48,NCNTY48097N48097,"Cooke County, TX",638,643,860,1070,1179,TX,38437
48,NCNTY48101N48101,"Cottle County, TX",495,521,658,865,1044,TX,1505
48,NCNTY48103N48103,"Crane County, TX",523,550,694,861,1101,TX,4375
48,NCNTY48105N48105,"Crockett County, TX",495,569,658,865,1044,TX,3719
48,NCNTY48109N48109,"Culberson County, TX",495,521,658,865,1044,TX,2398
48,NCNTY48111N48111,"Dallam County, TX",540,620,717,1045,1137,TX,6703
48,NCNTY48115N48115,"Dawson County, TX",495,509,658,959,1044,TX,13833
48,NCNTY48117N48117,"Deaf Smith County, TX",563,588,748,1014,1142,TX,19372
48,NCNTY48119N48119,"Delta County, TX",504,531,670,976,1170,TX,5231
48,NCNTY48123N48123,"DeWitt County, TX",564,568,697,987,1106,TX,20097
48,NCNTY48125N48125,"Dickens County, TX",488,492,658,865,1044,TX,2444
48,NCNTY48127N48127,"Dimmit County, TX",495,569,658,886,902,TX,9996
48,NCNTY48129N48129,"Donley County, TX",488,492,658,825,1044,TX,3677
48,NCNTY48131N48131,"Duval County, TX",601,632,798,990,1266,TX,11782
48,NCNTY48133N48133,"Eastland County, TX",455,509,681,845,978,TX,18583
48,NCNTY48137N48137,"Edwards County, TX",495,521,658,865,1044,TX,2002
48,NCNTY48143N48143,"Erath County, TX",654,658,805,1023,1135,TX,37890
48,NCNTY48147N48147,"Fannin County, TX",476,577,772,1079,1238,TX,33915
48,NCNTY48149N48149,"Fayette County, TX",534,537,719,1048,1140,TX,24554
48,NCNTY48151N48151,"Fisher County, TX",488,492,658,859,1044,TX,3974
48,NCNTY48153N48153,"Floyd County, TX",495,569,658,959,1149,TX,6446
48,NCNTY48155N48155,"Foard County, TX",495,521,658,959,1044,TX,1336
48,NCNTY48159N48159,"Franklin County, TX",488,492,658,898,1149,TX,10605
48,NCNTY48161N48161,"Freestone County, TX",518,521,698,920,1107,TX,19816
48,NCNTY48163N48163,"Frio County, TX",543,547,732,1028,1161,TX,17217
48,NCNTY48165N48165,"Gaines County, TX",495,521,658,959,1044,TX,17526
48,NCNTY48169N48169,"Garza County, TX",495,521,658,959,1044,TX,6461
48,NCNTY48171N48171,"Gillespie County, TX",734,752,975,1253,1547,TX,24837
48,NCNTY48173N48173,"Glasscock County, TX",563,593,748,983,1186,TX,1226
48,NCNTY48177N48177,"Gonzales County, TX",488,492,658,936,1044,TX,19807
48,NCNTY48179N48179,"Gray County, TX",518,594,688,893,1091,TX,22535
48,NCNTY48185N48185,"Grimes County, TX",498,501,671,932,1064,TX,26604
48,NCNTY48189N48189,"Hale County, TX",466,538,682,951,1082,TX,36273
48,NCNTY48191N48191,"Hall County, TX",457,534,658,959,1044,TX,3353
48,NCNTY48193N48193,"Hamilton County, TX",538,542,725,969,1207,TX,8517
48,NCNTY48195N48195,"Hansford County, TX",513,540,682,859,955,TX,5613
48,NCNTY48197N48197,"Hardeman County, TX",575,605,764,948,1212,TX,4139
48,NCNTY48203N48203,"Harrison County, TX",559,609,742,982,1136,TX,65631
48,NCNTY48205N48205,"Hartley County, TX",585,616,777,1021,1232,TX,6062
48,NCNTY48207N48207,"Haskell County, TX",495,521,658,937,1044,TX,5899
48,NCNTY48211N48211,"Hemphill County, TX",495,569,658,865,1044,TX,3807
48,NCNTY48213N48213,"Henderson County, TX",677,748,930,1252,1449,TX,78532
48,NCNTY48217N48217,"Hill County, TX",565,569,762,967,1125,TX,35089
48,NCNTY48219N48219,"Hockley County, TX",621,625,837,1039,1147,TX,22935
48,NCNTY48223N48223,"Hopkins County, TX",569,572,765,951,1241,TX,35161
48,NCNTY48225N48225,"Houston County, TX",462,560,749,1018,1038,TX,23732
48,NCNTY48227N48227,"Howard County, TX",620,660,823,1059,1188,TX,35012
48,NCNTY48233N48233,"Hutchinson County, TX",542,545,730,906,1275,TX,22150
48,NCNTY48237N48237,"Jack County, TX",696,798,924,1147,1349,TX,9044
48,NCNTY48239N48239,"Jackson County, TX",588,592,792,1066,1383,TX,14075
48,NCNTY48241N48241,"Jasper County, TX",599,603,807,1001,1106,TX,35710
48,NCNTY48243N48243,"Jeff Davis County, TX",778,819,1034,1359,1640,TX,2342
48,NCNTY48247N48247,"Jim Hogg County, TX",495,533,658,864,1044,TX,5300
48,NCNTY48249N48249,"Jim Wells County, TX",660,664,864,1072,1184,TX,40838
48,NCNTY48255N48255,"Karnes County, TX",563,566,712,1038,1202,TX,14824
48,NCNTY48261N48261,"Kenedy County, TX",607,639,806,1059,1278,TX,416
48,NCNTY48263N48263,"Kent County, TX",563,593,748,983,1186,TX,808
48,NCNTY48265N48265,"Kerr County, TX",620,726,867,1155,1375,TX,49625
48,NCNTY48267N48267,"Kimble County, TX",546,575,725,900,994,TX,4607
48,NCNTY48269N48269,"King County, TX",718,756,954,1254,1513,TX,286
48,NCNTY48271N48271,"Kinney County, TX",517,520,696,915,1104,TX,3598
48,NCNTY48273N48273,"Kleberg County, TX",595,598,788,1148,1376,TX,32061
48,NCNTY48275N48275,"Knox County, TX",495,521,658,899,1044,TX,3719
48,NCNTY48277N48277,"Lamar County, TX",590,615,717,1028,1252,TX,49793
48,NCNTY48279N48279,"Lamb County, TX",526,556,699,931,1095,TX,13977
48,NCNTY48283N48283,"La Salle County, TX",545,574,724,1055,1148,TX,6886
48,NCNTY48285N48285,"Lavaca County, TX",406,494,658,939,1149,TX,19263
48,NCNTY48287N48287,"Lee County, TX",539,619,716,978,981,TX,16612
48,NCNTY48289N48289,"Leon County, TX",488,492,658,852,1063,TX,16801
48,NCNTY48293N48293,"Limestone County, TX",505,611,818,1015,1298,TX,23384
48,NCNTY48295N48295,"Lipscomb County, TX",548,629,728,903,998,TX,3302
48,NCNTY48297N48297,"Live Oak County, TX",518,521,658,938,1044,TX,11531
48,NCNTY48299N48299,"Llano County, TX",611,672,811,1182,1286,TX,19301
48,NCNTY48301N48301,"Loving County, TX",563,593,748,983,1186,TX,82
48,NCNTY48307N48307,"McCulloch County, TX",495,521,658,865,1044,TX,8283
48,NCNTY48311N48311,"McMullen County, TX",563,593,748,983,1186,TX,707
48,NCNTY48313N48313,"Madison County, TX",515,518,694,1011,1101,TX,13664
48,NCNTY48315N48315,"Marion County, TX",495,521,658,817,1044,TX,10546
48,NCNTY48319N48319,"Mason County, TX",871,917,1157,1521,1835,TX,4012
48,NCNTY48321N48321,"Matagorda County, TX",576,583,765,949,1322,TX,36702
48,NCNTY48323N48323,"Maverick County, TX",559,623,721,909,1144,TX,54258
48,NCNTY48327N48327,"Menard County, TX",576,606,765,1049,1213,TX,2242
48,NCNTY48331N48331,"Milam County, TX",544,554,722,996,1145,TX,24757
48,NCNTY48333N48333,"Mills County, TX",495,528,658,875,1044,TX,4936
48,NCNTY48335N48335,"Mitchell County, TX",495,498,667,828,1058,TX,9403
48,NCNTY48337N48337,"Montague County, TX",605,695,804,1098,1102,TX,19719
48,NCNTY48341N48341,"Moore County, TX",541,546,719,892,1223,TX,21904
48,NCNTY48343N48343,"Morris County, TX",406,492,658,959,1149,TX,12934
48,NCNTY48345N48345,"Motley County, TX",495,521,658,865,1044,TX,1210
48,NCNTY48347N48347,"Nacogdoches County, TX",674,678,835,1036,1366,TX,64524
48,NCNTY48349N48349,"Navarro County, TX",611,619,811,1006,1148,TX,47735
48,NCNTY48353N48353,"Nolan County, TX",495,569,658,846,1044,TX,15216
48,NCNTY48357N48357,"Ochiltree County, TX",571,644,758,963,1323,TX,10223
48,NCNTY48363N48363,"Palo Pinto County, TX",616,620,830,1120,1317,TX,28111
48,NCNTY48365N48365,"Panola County, TX",503,507,678,845,1181,TX,23796
48,NCNTY48369N48369,"Parmer County, TX",502,576,667,871,1058,TX,10269
48,NCNTY48371N48371,"Pecos County, TX",470,583,717,890,1137,TX,15507
48,NCNTY48373N48373,"Polk County, TX",464,544,728,999,1271,TX,45413
48,NCNTY48377N48377,"Presidio County, TX",495,569,658,959,1044,TX,7818
48,NCNTY48379N48379,"Rains County, TX",514,517,692,1009,1098,TX,10914
48,NCNTY48383N48383,"Reagan County, TX",563,593,748,1068,1186,TX,3367
48,NCNTY48385N48385,"Real County, TX",509,536,676,985,1072,TX,3309
48,NCNTY48387N48387,"Red River County, TX",488,492,658,903,1090,TX,12860
48,NCNTY48389N48389,"Reeves County, TX",502,529,667,851,1058,TX,13783
48,NCNTY48391N48391,"Refugio County, TX",501,544,665,881,1055,TX,7383
48,NCNTY48393N48393,"Roberts County, TX",563,593,748,983,1186,TX,929
48,NCNTY48399N48399,"Runnels County, TX",495,499,658,893,1044,TX,10501
48,NCNTY48403N48403,"Sabine County, TX",524,552,696,864,1104,TX,10834
48,NCNTY48405N48405,"San Augustine County, TX",493,496,664,865,1133,TX,8865
48,NCNTY48407N48407,"San Jacinto County, TX",505,508,680,931,932,TX,26384
48,NCNTY48411N48411,"San Saba County, TX",495,521,658,959,1044,TX,6131
48,NCNTY48413N48413,"Schleicher County, TX",488,492,658,959,1044,TX,3461
48,NCNTY48415N48415,"Scurry County, TX",603,607,813,1072,1419,TX,16921
48,NCNTY48417N48417,"Shackelford County, TX",495,569,658,959,1149,TX,3378
48,NCNTY48419N48419,"Shelby County, TX",488,492,658,829,996,TX,25448
48,NCNTY48421N48421,"Sherman County, TX",523,551,695,915,1102,TX,3034
48,NCNTY48427N48427,"Starr County, TX",495,512,658,848,1009,TX,60968
48,NCNTY48429N48429,"Stephens County, TX",507,510,683,906,936,TX,9630
48,NCNTY48431N48431,"Sterling County, TX",533,612,708,879,1123,TX,1143
48,NCNTY48433N48433,"Stonewall County, TX",495,521,658,865,1044,TX,1490
48,NCNTY48435N48435,"Sutton County, TX",504,571,670,847,1063,TX,4128
48,NCNTY48437N48437,"Swisher County, TX",495,521,658,875,1044,TX,7854
48,NCNTY48443N48443,"Terrell County, TX",514,541,683,960,1083,TX,984
48,NCNTY48445N48445,"Terry County, TX",528,532,712,1014,1129,TX,12651
48,NCNTY48447N48447,"Throckmorton County, TX",563,593,748,983,1186,TX,1641
48,NCNTY48449N48449,"Titus County, TX",513,516,691,881,1206,TX,32334
48,NCNTY48455N48455,"Trinity County, TX",522,525,702,959,1226,TX,14585
48,NCNTY48457N48457,"Tyler County, TX",505,561,671,978,982,TX,21766
